;id;Nombre;Nemo;Tipo;Potencia;Region;F_desde;F_hasta;lat;lon
26;15;INDEPENDENCIA;INDE;termicas;120;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-26.866794333986213;-65.22301939474096
27;668;C.T BRACHO;BRCH;termicas;485;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-26.99696942189305;-65.17048057460576
28;200;C.T. TUCUMAN;TUCU;termicas;447;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-26.997338689306076;-65.16808022600098
29;350;PLUSPETROL NORT;PPNO;termicas;232;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-26.99548532876701;-65.1614225417492
30;176;S.M. DE TUCUMAN;SMTU;termicas;382.23;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-26.993419103954864;-65.1684229506896
31;776;C.T. COGENERACIÓN INGENIO LEALES;LEAL;termicas;2;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.074066735983585;-65.22887986557488
32;574;LA PROVIDENCIA;PROV;termicas;9;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.264532011040103;-65.56783219927311
33;464;ING.STA.BARBARA;ISBA;termicas;16.2;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.464838858915023;-65.65374130495685
34;17;LA BANDA;LBAN;termicas;26;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.75305658645818;-64.2649296958281
35;18;FRIAS;FRIA;termicas;60;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.607169656661497;-65.12262691714784
36;414;AÑATUYA;ANAT;termicas;30.7;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.44561968841235;-62.85533275918131
37;583;BANDERA DISTRIB;BAND;termicas;31;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.874967921822666;-62.28013212270625
38;467;CT GOYA ENARSA;GOYD;termicas;13;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-29.158481328875766;-59.273309362877704
39;423;STA ROSA CORR;SROS;termicas;6;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.26262937671585;-58.12278750304541
40;677;BM Santa Rosa;BSRO;termicas;15;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.23819438351658;-58.067100589640084
41;735;C.T. SAN ALONSO;ALON;termicas;37;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.945407799224007;-56.00087105017925
42;395;POSADAS;POSA;termicas;21;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.41832872081668;-55.90972371559054
43;492;L N ALEM ENARSA;ALEM;termicas;15;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.60904675397888;-55.286666706967196
44;394;OBERA;OBER;termicas;12;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.50188391936878;-55.12444298722673
45;468;A.D.VALL.ENARSA;ARIS;termicas;15;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-27.09228129729855;-54.86259001506211
46;null;PPEL MISIONERO;;termicas;22;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-26.936095880140066;-55.12240324648159
47;461;A.P. PTO PIRAY;PUPI;termicas;38;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-26.47552622736844;-54.72040328180545
48;695;AG PTO ESPERANZ;PESP;termicas;4.2;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-26.028255388768713;-54.58467881989575
49;null;PTA CELULOSA;;termicas;30;NEA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-25.98843696927213;-54.63539739121795
50;545;TINOGASTA ENARS;TINO;termicas;15;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.048412031473177;-67.56631478009868
51;551;TEREVINTOS ENAR;TERV;termicas;8;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.428658583668245;-65.78755002634054
52;426;CATAMARC DELIV;CATD;termicas;21.56;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.47078762520278;-65.76481966926895
53;549;INTA CATAM ENAR;INTA;termicas;7;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.473599650317333;-65.72762238091958
54;550;P.IND.CAT ENARS;PICA;termicas;15;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.533782333887316;-65.80011648191226
