Unnamed: 0.1,Unnamed: 0,id,Nombre,Nemo,Tipo,Potencia,Region,F_desde,F_hasta,lat,lon,provincia
14,14,198.0,CASA DE PIEDRA,CPIEHI,hidraulica,60.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.21432964164898,-67.19068168654454,Río Negro
15,15,90.0,DIVISADEROS,DIVIHI,hidraulica,10.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.87163721187255,-67.68962736230355,La Pampa
16,16,99.0,YACYRETA,YACYHI,hidraulica,2540.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.48275734010248,-56.73927801465162,
17,17,,URUGUA-Í,,hidraulica,140.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-25.876619916374096,-54.56864260553339,Misiones
18,18,64.0,S. GRANDE ARG,SGDEHIAR,hidraulica,945.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.27378206255044,-57.94126545085596,Entre Ríos
19,19,65.0,S. GRANDE URU,SGDEHIUR,hidraulica,945.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.27662400024801,-57.93557044258471,
20,20,71.0,NIHUIL 1,NIH1HI,hidraulica,72.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.995113985932925,-68.6308328986911,Mendoza
21,21,72.0,NIHUIL 2,NIH2HI,hidraulica,110.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.91229127979466,-68.6234147224122,Mendoza
22,22,101.0,NIHUIL 3,NIH3HI,hidraulica,42.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.88237995368919,-68.5753196996058,Mendoza
23,23,241.0,NIHUIL 4,NIH4HI,hidraulica,18.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.83328792304431,-68.51440366565966,Mendoza
24,24,69.0,EL TIGRE,ETIGHI,hidraulica,14.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.6079441332114,-68.61292982461657,Mendoza
25,25,68.0,LOS REYUNOS,LREYHB,hidraulica,224.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.602963582230984,-68.63840012927916,Mendoza
26,26,67.0,AGUA DEL TORO,ADTOHI,hidraulica,150.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.5793889212683,-68.98946561328228,Mendoza
27,27,94.0,CH CARRIZAL,CARRHI,hidraulica,17.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.299282261069095,-68.7199436163259,Mendoza
28,28,702.0,H Tib. Benegas,TBENHI,hidraulica,1.7,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.2430172094971,-68.68024286755265,Mendoza
29,29,354.0,C.H. A.CONDARCO,CONDHI,hidraulica,74.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.04443069732723,-69.05093542308717,Mendoza
30,30,353.0,C.H.CACHEUTA,CACHHI,hidraulica,120.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.02742175303501,-69.11236408059952,Mendoza
31,31,88.0,CH SAN MARTIN,SMARHI,hidraulica,6.48,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.0450137852746,-68.9218160120265,Mendoza
32,32,682.0,H Guaym. Slto 6,GUA6HI,hidraulica,1.2,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.03225352836263,-68.89576408542413,Mendoza
33,33,683.0,H Guaym. Slto 8,GUA8HI,hidraulica,1.2,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.02139713970675,-68.88262724561757,Mendoza
34,34,818.0,P.A.H. SALTO 11 CANAL CACIQUE GUAYMALLEN,GU11HI,hidraulica,0.52,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.00527753288853,-68.86867377868198,Mendoza
35,35,817.0,P.A.H. SALTO 7 CANAL CACIQUE GUAYMALLEN,GUA7HI,hidraulica,1.2,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.0257683099387,-68.8873640897713,Mendoza
36,36,537.0,PAH L.D.CUYO EN,LDCUHI,hidraulica,1.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.046384220409294,-68.93122993118651,Mendoza
37,37,538.0,PAH LUJANITA EN,LUJAHI,hidraulica,1.7,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.04273676182889,-68.91130719923763,Mendoza
38,38,750.0,P.A.H. CRUZ DEL EJE,CREJHI,hidraulica,0.5,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-30.74999167000001,-64.79606110999993,Córdoba
39,39,86.0,SAN ROQUE,SROQHI,hidraulica,24.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.353349934354952,-64.39377723374773,Córdoba
40,40,89.0,LOS MOLINOS,LMO1HI,hidraulica,52.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.838108535251564,-64.4462890122242,Córdoba
41,41,110.0,LOS MOLINOS 2,LMO2HI,hidraulica,4.5,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.84326498428112,-64.41494419510983,Córdoba
42,42,743.0,P.A.H. BOCA DEL RIO,BRIOHI,hidraulica,0.5,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.91350278000004,-65.11294166999996,Córdoba
43,43,85.0,LA VINIA,LVINHI,hidraulica,16.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.871482959189727,-65.03606534926406,Córdoba
44,44,177.0,PIEDRAS MORAS,PMORHI,hidraulica,6.3,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.16756108210075,-64.24375037775964,Córdoba
45,45,84.0,BENJAMIN REOLIN,REOLHI,hidraulica,33.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.190949957278725,-64.32306245148128,Córdoba
46,46,83.0,CASSAFOUSTH,CASSHI,hidraulica,16.2,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.17525311823313,-64.37441331274353,Córdoba
47,47,87.0,FITZ SIMON,FSIMHI,hidraulica,10.5,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.1784902540692,-64.42076475951578,Córdoba
48,48,66.0,RIO GRANDE,RGDEHB,hidraulica,750.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.22339976465174,-64.63877891503586,Córdoba
49,49,108.0,LOS QUIROGA,LQUIHI,hidraulica,2.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.65096268362793,-64.36181232861644,Santiago del Estero
50,50,77.0,RIO HONDO,RHONHI,hidraulica,17.5,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.52333472315746,-64.8858384223996,Santiago del Estero
51,51,74.0,ESCABA,ESCAHI,hidraulica,24.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.63718077285268,-65.74762403076241,Tucumán
52,52,75.0,PUEBLO VIEJO,PVIEHI,hidraulica,15.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.14488166374938,-65.75201040926102,Tucumán
53,53,76.0,CADILLAL,CADIHI,hidraulica,12.6,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.620049983107226,-65.1868321876443,Tucumán
54,54,246.0,EL TUNAL,TUNAHI,hidraulica,10.52,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-25.22703223671219,-64.47643051625246,Salta
55,55,73.0,CABRA CORRAL,CCORHI,hidraulica,100.5,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-25.27198003556954,-65.329999093087,Salta
56,56,,CORRALITO,,hidraulica,16.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.98303409624077,-65.68652714390232,Salta
57,57,262.0,LOS MADERAS,LMADHI,hidraulica,30.6,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.444198719243417,-65.21973649839283,Jujuy
58,58,78.0,RIO REYES,RREYHI,hidraulica,7.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.169483912115865,-65.49163488323623,Jujuy
0,0,53.0,ATUCHA,ATUC,nuclear,362.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.96704909365257,-59.207073891908,Buenos Aires
1,1,563.0,ATUCHA II,ATU2,nuclear,745.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.967257780190025,-59.20447618919897,Buenos Aires
2,2,54.0,EMBALSE,EMBA,nuclear,648.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.23170202446527,-64.44339765021772,Córdoba
0,0,641.0,P.S. CAUCHARI 1,CAU1FV,solar,100.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.105696371452296,-66.70784346239378,Jujuy
1,1,642.0,P.S. CAUCHARI 2,CAU2FV,solar,100.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.097109348711967,-66.71327360761052,Jujuy
2,2,643.0,P.S. CAUCHARI 3,CAU3FV,solar,100.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.0862082254414,-66.7196400225702,Jujuy
3,3,736.0,P.S. ALTIPLANO I,ALT1FV,solar,100.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.14960822043109,-66.89264789426461,Salta
4,4,653.0,P.S. La Puna,LPUNFV,solar,100.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.14883723168144,-66.90306875775889,Salta
5,5,678.0,P.S. Cafayate,CAFAFV,solar,80.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.0325876427206,-65.91794759603178,Salta
6,6,681.0,P.S. Fiambala,FIAMFV,solar,11.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.739444439999964,-67.64222221999995,Catamarca
7,7,699.0,P.S. Saujil,SAUJFV,solar,22.5,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.165537732753258,-66.22456586277302,Catamarca
8,8,681.0,P.S. Fiambala,FIAMFV,solar,11.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.739444439999964,-67.64222221999995,Catamarca
9,9,703.0,P.S. Tinogasta,TINOFV,solar,15.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.0355099474043,-67.55163256437677,Catamarca
10,10,891.0,P.S.F.V TINOGASTA TOZZI,TINZFV,solar,10.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.08779021172625,-67.53103607479717,Catamarca
11,11,693.0,P.S. Nonogasta,NONOFV,solar,35.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-29.330506050887628,-67.42438872419658,La Rioja
12,12,831.0,Parque de los Llanos (MATER),LLANFV,solar,20.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-30.29600000000002,-66.31399999999996,La Rioja
13,13,845.0,Parque Solar Chepes LEDLAR,CHEPFV,solar,2.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.34995423235423,-66.65643232588995,La Rioja
14,14,770.0,P.S. GUAÑIZUIL II A,GZ2AFV,solar,100.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-30.3676407047721,-69.2907260022031,San Juan
15,15,685.0,PS. Iglesia Guañizuil,IGLEFV,solar,80.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-30.356594259889725,-69.2908689357819,San Juan
16,16,2013.0,Proyecto Solar Tamberias (MATER),TAMBFV,solar,2.7,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.39695142522151,-69.464790478016,San Juan
17,17,707.0,P.S. Ullum N1,ULN1FV,solar,25.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.33181834797167,-68.66735400408898,San Juan
18,18,705.0,P.S. Ullum 3,ULL3FV,solar,32.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.334033069583896,-68.6727653202917,San Juan
19,19,708.0,P.S. Ullum N2,ULN2FV,solar,25.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.341972444295827,-68.66690350422779,San Juan
20,20,890.0,P.S. SIERRAS DEL ULLUM,SULLFV,solar,78.0,CUY,2023-01-11T03:00:00Z,9999-12-31T03:00:00Z,-31.377419333968504,-68.66622496175088,San Juan
21,21,706.0,P.S. Ullum 4,ULL4FV,solar,13.5,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.38524463290253,-68.67810112379185,San Juan
22,22,511.0,S.JUAN I FOTOVO,SJUAFV,solar,1.2,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.38880391080972,-68.67515732680694,San Juan
23,23,852.0,P.S. ULLUM 4 (AMPLIACION MATER),UL42FV,solar,7.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.39072215602871,-68.68037795195164,San Juan
24,24,827.0,Proyecto Solar Los Diaguitas (MATER),DIAGFV,solar,1.8,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.36917727595068,-68.45650082365914,San Juan
25,25,688.0,PS Las Lomitas,LLOMFV,solar,1.7,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.40701111111091,-68.4779055555557,San Juan
26,26,846.0,P.S. ANCHIPURAC,ANPCFV,solar,3.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.60159258116591,-68.65022145406104,San Juan
27,27,539.0,C.HOND 1 FOTOVO,HON1FV,solar,2.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.986364352280475,-68.53982314222667,San Juan
28,28,540.0,C.HOND 2 FOTOVO,HON2FV,solar,3.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.987496394086577,-68.53998124999346,San Juan
