Unnamed: 0.1,Unnamed: 0,id,Nombre,Nemo,Tipo,Potencia,Region,F_desde,F_hasta,lat,lon,provincia
146,146,616.0,CT EZEIZA,EZEI,termicas,150.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.90327586130508,-58.61566981525381,Buenos Aires
147,147,587.0,S.VICENTE BSAS,SVIC,termicas,27.6,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-35.04342456147024,-58.32544569449155,Buenos Aires
148,148,547.0,ALTE BROWN ENAR,ABRO,termicas,25.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.837557866919155,-58.405191227531,Buenos Aires
149,149,49.0,DOCK SUD,DSUD,termicas,869.5,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.653184615981466,-58.34174438805627,Buenos Aires
150,150,178.0,AUTOPROD.SHELL,SHEL,termicas,27.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.650610124418684,-58.33176092054334,Buenos Aires
151,151,605.0,MOTORES COSTANE,COSM,termicas,35.6,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.627583290943704,-58.33888835101555,Ciudad Autónoma de Buenos Aires
152,152,175.0,BUENOS AIRES,BSAS,termicas,321.6,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.62636802575316,-58.33730209008252,Ciudad Autónoma de Buenos Aires
153,153,47.0,COSTANERA,COST,termicas,1982.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.624853849156466,-58.33970616790359,Ciudad Autónoma de Buenos Aires
154,154,51.0,PUERTO NUEVO,PNUE,termicas,589.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.575702236509,-58.37604731661961,Ciudad Autónoma de Buenos Aires
155,155,52.0,NUEVO PUERTO,NPUE,termicas,1188.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.57170661750469,-58.38211451313936,Ciudad Autónoma de Buenos Aires
156,156,793.0,C.T. RESENER I,RES1,termicas,1.2,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.69607809727317,-62.46579893677345,Buenos Aires
157,157,592.0,GUILLERMO BROWN,BROW,termicas,582.6,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.68547162408803,-62.41424291600725,Buenos Aires
158,158,512.0,ECOENERG CERRI,CERI,termicas,13.2,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.68598025625143,-62.39617041918992,Buenos Aires
159,159,460.0,SOLALBAN,SOLA,termicas,120.8,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.77796708607635,-62.29082620895122,Buenos Aires
160,160,30.0,BAHIA BLANCA,BBLA,termicas,620.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.78758100518434,-62.2540987908499,Buenos Aires
161,161,661.0,MOTOR. B.BLANCA,BBLM,termicas,96.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.78518121925525,-62.25307995471608,Buenos Aires
162,162,896.0,C.T. BIO DE SOUZA,SOUZ,termicas,0.61,BSAS,2023-02-25T03:00:00Z,9999-12-31T03:00:00Z,-37.65697424424671,-61.874216220959326,Buenos Aires
163,163,29.0,NECOCHEA,NECO,termicas,204.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.57849290111437,-58.71045013329131,Buenos Aires
164,164,632.0,BARKER UGENERGY,BRKE,termicas,260.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.54747417865319,-59.45258642806435,Buenos Aires
165,165,559.0,MIRAMAR I ENARS,MIR1,termicas,20.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.247225316095694,-57.82463722525124,Buenos Aires
166,166,31.0,MAR DEL PLATA,MDPA,termicas,178.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.05020004302159,-57.546469758973,Buenos Aires
167,167,665.0,MAR DEL PLATA 2,MDP2,termicas,102.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.0509628204351,-57.54629415499096,Buenos Aires
168,168,32.0,VILLA GESELL,VGES,termicas,125.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.24896210444879,-56.99760819977808,Buenos Aires
169,169,35.0,MAR DE AJO,MDAJ,termicas,30.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-36.72077028430905,-56.69394017708728,Buenos Aires
170,170,760.0,C.T. General Alvear,GALV,termicas,1.07,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-36.0162412371168,-60.106227528217815,Buenos Aires
171,171,486.0,VILLEGAS ENARSA,VGAD,termicas,23.5,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-35.03492581278032,-62.99814197744895,Buenos Aires
172,172,785.0,C.T. PACUCA BIO ENERGIA. ROQUE PEREZ. BSAS.,PACU,termicas,1.2,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-35.383181470564416,-59.44235820016646,Buenos Aires
173,173,481.0,LINCOLN,LINC,termicas,15.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.85690968388304,-61.52040883428055,Buenos Aires
174,174,663.0,BRAGADO II,BRA2,termicas,59.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-35.13519833740736,-60.43421702554578,Buenos Aires
175,175,664.0,BRAGADO III,BRA3,termicas,59.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-35.13378732722976,-60.43514851121186,Buenos Aires
176,176,516.0,LOBOS ENARSA,LOBO,termicas,19.68,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-35.19111218978375,-59.078613113270976,Buenos Aires
177,177,261.0,NIDERA JUNIN,NIDE,termicas,7.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.58675674108428,-61.03091623869644,Buenos Aires
178,178,33.0,JUNIN,JUNI,termicas,22.4,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.57108864885207,-60.91613190824394,Buenos Aires
179,179,548.0,MAGDALENA ENARS,MAGD,termicas,25.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-35.10013742381439,-57.4843302668866,Buenos Aires
180,180,432.0,LA PLATA,LPLA,termicas,40.4,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.9349660240086,-58.01816900687364,Buenos Aires
181,181,714.0,CG La Plata YPF,LPLC,termicas,84.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.894496496860505,-57.920373709371816,Buenos Aires
182,182,244.0,CO. ENSENADA,ENSE,termicas,128.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.89178135550524,-57.92335836096743,Buenos Aires
183,183,48.0,DIQUE,DIQU,termicas,55.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.89052275126154,-57.932316836408376,Buenos Aires
184,184,479.0,ENSE. BARRAGAN,EBAR,termicas,818.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.85880925783,-57.95227993492404,Buenos Aires
185,185,755.0,C.T. ENSENADA. BRS,ENRS,termicas,5.3,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.85173704999996,-57.96610647999994,Buenos Aires
186,186,412.0,GRAL BELGRANO,GBEL,termicas,873.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.184651519208714,-59.00618087446076,Buenos Aires
187,187,,SIDERCA,,termicas,37.5,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.15156312759068,-58.97595689160947,Buenos Aires
188,188,625.0,SALTOII SOENERG,SAL2,termicas,60.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.3045880881631,-60.22368176633458,Buenos Aires
189,189,453.0,CAPITAN SARMIEN,CSAR,termicas,5.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.16383872021153,-59.76819216367065,Buenos Aires
190,190,894.0,C.T. BIO-EITTOR ENERGY,EITO,termicas,1.43,BSAS,2023-02-15T03:00:00Z,9999-12-31T03:00:00Z,-34.073846270914686,-59.075340590161375,Buenos Aires
191,191,631.0,C.T ZARATE,ZARA,termicas,212.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.080928939824105,-59.12540969376067,Buenos Aires
192,192,508.0,ARRECIFES ENARS,ARRE,termicas,20.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.04187389842585,-60.13007752315536,Buenos Aires
193,193,484.0,COLON BSAS,COLB,termicas,15.3,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.922067497132964,-61.07674839437352,Buenos Aires
194,194,787.0,C.T. PERGAMINO,PERG,termicas,2.4,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.923902572386645,-60.53871789037792,Buenos Aires
195,195,626.0,SAN PEDRO BSAS,PEDR,termicas,159.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.77915378601279,-59.72974237560425,Buenos Aires
196,196,734.0,C.T. ARREBEEF ENERGIA,ABEF,termicas,1.5,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.762503042696075,-60.09087475820934,Buenos Aires
197,197,630.0,G ROJO R.ENERGY,ROJO,termicas,258.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.45496461081261,-60.28166768345584,Buenos Aires
198,198,100.0,ACEROS PARANA,APAR,termicas,150.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.364148760098466,-60.14568092072529,Buenos Aires
199,199,322.0,AES-PARANA,AESP,termicas,870.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.35488320396164,-60.17184630728504,Buenos Aires
200,200,5.0,SAN NICOLAS,SNIC,termicas,675.0,BSAS,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.35620929772016,-60.17302726296696,Buenos Aires
